#Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
Haigst;Haigst;165;de:08111:165;8111000;Stuttgart;Stuttgart;S;1,10,20;"Bus;Zahnradbahn";10;21010_,30033_;2;21,3;9,17225281;48,75506372
Nägelestraße;Nägelestraße;341;de:08111:341;8111000;Stuttgart;Stuttgart;S;20,1;Zahnradbahn;10;21010_;1;21;9,173573255;48,75149174
Wielandshöhe;Wielandshöhe;342;de:08111:342;8111000;Stuttgart;Stuttgart;S;10,1;"Bus;Zahnradbahn";10;21010_,30033_;2;21,3;9,170234055;48,75731483
Pfaffenweg;Pfaffenweg;343;de:08111:343;8111000;Stuttgart;Stuttgart;S;10,1;"Bus;Zahnradbahn";10;21010_,30033_;2;21,3;9,168161047;48,7596649
Liststraße;Liststraße;344;de:08111:344;8111000;Stuttgart;Stuttgart;S;10,1;"Bus;Zahnradbahn";10;21010_,30033_;2;21,3;9,168509889;48,76229017
Kath. Kindergarten;Lorch Kath. Kindergarten;33379;de:08136:7016;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,686003048;48,79881168
Ev. Kindergarten;Lorch Ev. Kindergarten;33380;de:08136:7012;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,687351004;48,79883961
Dürerweg;Lorch Dürerweg;33381;de:08136:7011;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,680800874;48,80064103
Noldeweg;Lorch Noldeweg;33382;de:08136:7003;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,678910595;48,80279238
Beethovenstraße;Lorch Beethovenstr.;33383;de:08136:7006;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,67641309;48,80232149
Beethovenstraße 35;Lorch Beethovenstr. 35;33384;de:08136:7007;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,677125952;48,80067169
Beethovenstraße Abzw.;Lorch Beethovenstr. Abzw.;33385;de:08136:7008;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,678935287;48,79958195
Sonnenweg;Lorch Sonnenweg;33386;de:08136:7020;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,689687582;48,80246757
Bergstraße;Lorch Bergstraße;33387;de:08136:7009;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,686101341;48,8040177
Rebhuhnweg;Lorch Rebhuhnweg;33388;de:08136:7019;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,687676137;48,80568989
Auf dem Bühl;Lorch Auf dem Bühl;33389;de:08136:7004;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,688318575;48,80687305
Hochhaus;Lorch Hochhaus;33390;de:08136:7015;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,690362068;48,80400123
Panoramastraße;Lorch Panoramastr.;33391;de:08136:7018;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,687343166;48,80224778
Am Kreuzwiesle;Lorch Am Kreuzwiesle;33392;de:08136:7043;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,680230688;48,79572555
Remsstraße;Lorch Remsstraße;33393;de:08136:7047;8136042;Lorch;Lorch;AA;5;Bus;14;74014_;1;74;9,683967883;48,79629691
Waldfriedhof;Waldfriedhof;6102;de:08111:6102;8111000;Stuttgart;Stuttgart;S;10,1;Seilbahn;20;21020_;1;21;9,145491924;48,75166564
Geibelstraße;Geibelstraße;2408;de:08111:2408;8111000;Stuttgart;Stuttgart;S;1,1;Bus;40,5;30040_,30050_;2;30;9,142149272;48,78141666
Nikolauspflege;Nikolauspflege;2452;de:08111:2452;8111000;Stuttgart;Stuttgart;S;1,1;Bus;40,5;30040_,30050_;2;30;9,138169363;48,77900257
Eiernest;Eiernest;6098;de:08111:6098;8111000;Stuttgart;Stuttgart;S;10,1;Bus;41;30041_;1;30;9,159272625;48,75750141
Mörikestraße;Mörikestraße;2409;de:08111:2409;8111000;Stuttgart;Stuttgart;S;1,1;Bus;41,43;30041_,30043_;2;30;9,168910802;48,76825154
Marien-/Silberburgstraße;Marien-/Silberburgstraße;2410;de:08111:2410;8111000;Stuttgart;Stuttgart;S;1,1;Bus;41,43;30041_,30043_;2;30;9,16928501;48,77030125
Straußstaffel;Straußstaffel;2311;de:08111:2311;8111000;Stuttgart;Stuttgart;S;10,1;Bus;42;30042_;1;30;9,199806848;48,77914568
Viktor-Köchl-Weg;Viktor-Köchl-Weg;2191;de:08111:2191;8111000;Stuttgart;Stuttgart;S;1,1;Bus;43;30043_;1;30;9,15511076;48,78827004
Schottstraße;Schottstraße;2192;de:08111:2192;8111000;Stuttgart;Stuttgart;S;1,1;Bus;43;30043_;1;30;9,159758161;48,79039486
Ehrenhalde;Ehrenhalde;2193;de:08111:2193;8111000;Stuttgart;Stuttgart;S;1,1;Bus;43;30043_;1;30;9,16037568;48,78773226
Dillmannstraße;Dillmannstraße;2194;de:08111:2194;8111000;Stuttgart;Stuttgart;S;1,1;Bus;43;30043_;1;30;9,16046743;48,78663506
Hölderlinstraße;Hölderlinstraße;2195;de:08111:2195;8111000;Stuttgart;Stuttgart;S;1,1;Bus;43;30043_;1;30;9,166206143;48,78541293
Oskar-Schlemmer-Straße;Oskar-Schlemmer-Straße;2236;de:08111:2236;8111000;Stuttgart;Stuttgart;S;1,1;Bus;43;30043_;1;30;9,17322732;48,80099529
Zellerstraße;Zellerstraße;2413;de:08111:2413;8111000;Stuttgart;Stuttgart;S;1,1;Bus;43;30043_;1;30;9,177814727;48,76261785
Höhenfreibad;Höhenfreibad;2455;de:08111:2455;8111000;Stuttgart;Stuttgart;S;1,10,20;Bus;43;30043_;1;30;9,176979713;48,80740111
Herweghstraße;Herweghstraße;6511;de:08111:6511;8111000;Stuttgart;Stuttgart;S;10,1;Bus;44;30044_;1;30;9,149101924;48,77208275
Marienstraße;Marienstraße;2054;de:08111:2054;8111000;Stuttgart;Stuttgart;S;1,1;Bus;44,92;30044_,30092_;2;30;9,171467482;48,77200656
Buchwald;Buchwald;2187;de:08111:2187;8111000;Stuttgart;Stuttgart;S;1,1;Bus;45;30045_;1;30;9,211435919;48,77163422
Fuchsrain;Fuchsrain;2188;de:08111:2188;8111000;Stuttgart;Stuttgart;S;1,1;Bus;45;30045_;1;30;9,20816772;48,77087584
Albert-Schäffle-Straße;Albert-Schäffle-Straße;2189;de:08111:2189;8111000;Stuttgart;Stuttgart;S;1,1;Bus;45;30045_;1;30;9,204253107;48,77171016
Mercedes-Benz Welt;Mercedes-Benz Welt;2331;de:08111:2331;8111000;Stuttgart;Stuttgart;S;20,1;Bus;45,56;30045_,30056_;2;30;9,234915861;48,78881803
Veielbrunnenweg;Veielbrunnenweg;2332;de:08111:2332;8111000;Stuttgart;Stuttgart;S;20,1;Bus;45,56;30045_,30056_;2;30;9,220588236;48,79872001
Fritz-Walter-Weg;Fritz-Walter-Weg;6328;de:08111:6328;8111000;Stuttgart;Stuttgart;S;1,2;Bus;45,56;30045_,30056_;2;30;9,231522218;48,79068633
Nordsee-/Schwieberd. Straße;Nordsee-/Schwieberd. Straße;2461;de:08111:2461;8111000;Stuttgart;Stuttgart;S;1,2,20,34,36;Bus;52;30052_;1;30;9,146663302;48,83601237
Hebsacker Straße;Hebsacker Straße;2477;de:08111:2477;8111000;Stuttgart;Stuttgart;S;1,2;Bus;52;30052_;1;30;9,183343539;48,82022317
Zuffenhäuser Heide;Zuffenhäuser Heide;2478;de:08111:2478;8111000;Stuttgart;Stuttgart;S;1,2;Bus;52;30052_;1;30;9,188931082;48,82498903
Altenburg;Altenburg;2251;de:08111:2251;8111000;Stuttgart;Stuttgart;S;1,2;Bus;52,56;30052_,30056_;2;30;9,210066392;48,81172465
Martinskirche;Martinskirche;2252;de:08111:2252;8111000;Stuttgart;Stuttgart;S;1,2;Bus;52,56;30052_,30056_;2;30;9,210757674;48,80774878
Borkumstraße (Neuw.-siedl.);Borkumstraße (Neuw.-siedl.);2460;de:08111:2460;8111000;Stuttgart;Stuttgart;S;1,2,20,34,36;Bus;52,612;30052_,31612_;2;30,31;9,144139727;48,83478362
Neuwirtshausstraße;Neuwirtshausstraße;2462;de:08111:2462;8111000;Stuttgart;Stuttgart;S;1,2;Bus;52,99;30052_,30099_;2;30;9,141673995;48,83950764
Zuffenhausen Friedhof;Zuffenhausen Friedhof;109;de:08111:109;8111000;Stuttgart;Stuttgart;S;1,2;Bus;53;30053_;1;30;9,181466632;48,83589972
Zuffenhausen Reibedanz;Zuffenhausen Reibedanz;4401;de:08111:4401;8111000;Stuttgart;Stuttgart;S;1,2;Bus;53;30053_;1;30;9,188423445;48,8384783
Zabergäustraße;Zabergäustraße;6266;de:08111:6266;8111000;Stuttgart;Stuttgart;S;1,2;Bus;53;30053_;1;30;9,175182272;48,83455163
Beilsteiner Straße;Beilsteiner Straße;6267;de:08111:6267;8111000;Stuttgart;Stuttgart;S;20,1;Bus;53;30053_;1;30;9,177098462;48,83329877
Johanneskirche;Johanneskirche;6268;de:08111:6268;8111000;Stuttgart;Stuttgart;S;1,2;Bus;53;30053_;1;30;9,175580224;48,83150264
Zazenhausen Steigle;Zazenhausen Steigle;6269;de:08111:6269;8111000;Stuttgart;Stuttgart;S;1,2;Bus;53;30053_;1;30;9,199870002;48,84281123
Bachhalde;Bachhalde;6272;de:08111:6272;8111000;Stuttgart;Stuttgart;S;1,2,20,34;Bus;53;30053_;1;30;9,227294169;48,84575471
Zazenhausen Viadukt;Zazenhausen Viadukt;6989;de:08111:6989;8111000;Stuttgart;Stuttgart;S;20,1;Bus;53;30053_;1;30;9,194585241;48,83961904
Edelweißweg;Edelweißweg;2487;de:08111:2487;8111000;Stuttgart;Stuttgart;S;1,2;Bus;54,58;30054_,30058_;2;30;9,241474919;48,81417183
Alter Gutshof;Alter Gutshof;2428;de:08111:2428;8111000;Stuttgart;Stuttgart;S;1,2;Bus;57;30057_;1;30;9,190607496;48,81817009
Robert-Bosch-Krankenhaus;Robert-Bosch-Krankenhaus;2475;de:08111:2475;8111000;Stuttgart;Stuttgart;S;1,2;Bus;57;30057_;1;30;9,186429217;48,81508359
Albert-Luthuli-Platz;Albert-Luthuli-Platz;2476;de:08111:2476;8111000;Stuttgart;Stuttgart;S;1,2;Bus;57;30057_;1;30;9,187739189;48,81583681
Friedrichstraße;Schmiden Friedrichstr.;2379;de:08119:2379;8119020;Fellbach;Schmiden;WN;20,32,1,2;Bus;58;30058_;1;30;9,260177396;48,83143225
Auf der Gans;Auf der Gans;2380;de:08111:2380;8111000;Stuttgart;Stuttgart;S;20,1;Bus;58;30058_;1;30;9,242014144;48,81869384
Kleiner Ostring;Kleiner Ostring;2382;de:08111:2382;8111000;Stuttgart;Stuttgart;S;20,1;Bus;58;30058_;1;30;9,245101384;48,82069258
Rathaus;Oeffingen Rathaus;2372;de:08119:2372;8119020;Fellbach;Oeffingen;WN;20,32,1,2;Bus;60;30060_;1;30;9,264382262;48,84360721
August-Brändle-Straße;Fellbach August-Brändle-Straße;2516;de:08119:2516;8119020;Fellbach;Fellbach;WN;20,32,1,2;Bus;60,212;30060_,31212_;2;30,31;9,279925197;48,80910293
Alte Krone;Alte Krone;2508;de:08111:2508;8111000;Stuttgart;Stuttgart;S;1,2;Bus;60,61;30060_,30061_;2;30;9,25283125;48,77917618
Untertürkheim Alter Friedhof;Untertürkheim Alter Friedhof;2512;de:08111:2512;8111000;Stuttgart;Stuttgart;S;20,1;Bus;60,61;30060_,30061_;2;30;9,254777575;48,7819775
Aspen;Aspen;2511;de:08111:2511;8111000;Stuttgart;Stuttgart;S;1,2;Bus;61;30061_;1;30;9,267608768;48,78701106
Untertürkheim Friedhof;Untertürkheim Friedhof;2513;de:08111:2513;8111000;Stuttgart;Stuttgart;S;20,1;Bus;61;30061_;1;30;9,25940476;48,78475479
Sonnenbühl;Sonnenbühl;2528;de:08111:2528;8111000;Stuttgart;Stuttgart;S;20,1;Bus;61;30061_;1;30;9,273078948;48,78692627
Bächlenweg;Bächlenweg;2520;de:08111:2520;8111000;Stuttgart;Stuttgart;S;20,31,1,2;Bus;62;30062_;1;30;9,246777987;48,7573468
Dürrbachstraße;Dürrbachstraße;2521;de:08111:2521;8111000;Stuttgart;Stuttgart;S;20,1;Bus;62;30062_;1;30;9,237099717;48,75847324
Rohracker Kelter;Rohracker Kelter;2522;de:08111:2522;8111000;Stuttgart;Stuttgart;S;20,1;Bus;62;30062_;1;30;9,231638327;48,75685675
Tiefenbachschule;Tiefenbachschule;2523;de:08111:2523;8111000;Stuttgart;Stuttgart;S;20,1;Bus;62;30062_;1;30;9,221950473;48,75586871
Luikenweg;Luikenweg;2525;de:08111:2525;8111000;Stuttgart;Stuttgart;S;20,1;Bus;62;30062_;1;30;9,226412333;48,75609381
Frauenkopf;Frauenkopf;2540;de:08111:2540;8111000;Stuttgart;Stuttgart;S;20,1;Bus;64;30064_;1;30;9,225863926;48,76116661
Eselweg;Eselweg;2541;de:08111:2541;8111000;Stuttgart;Stuttgart;S;20,1;Bus;64;30064_;1;30;9,219553951;48,76143062
Filderblickweg;Filderblickweg;2542;de:08111:2542;8111000;Stuttgart;Stuttgart;S;20,1;Bus;64;30064_;1;30;9,214901497;48,76126856
Birkacher Straße;Birkacher Straße;2545;de:08111:2545;8111000;Stuttgart;Stuttgart;S;20,1;Bus;65;30065_;1;30;9,211533328;48,72692373
Steinäcker;Steinäcker;2547;de:08111:2547;8111000;Stuttgart;Stuttgart;S;20,1;Bus;65;30065_;1;30;9,213130389;48,73493305
Riedenberg;Riedenberg;2548;de:08111:2548;8111000;Stuttgart;Stuttgart;S;20,1;Bus;65;30065_;1;30;9,21026831;48,73320278
Kirchheimer Straße;Kirchheimer Straße;2430;de:08111:2430;8111000;Stuttgart;Stuttgart;S;1,2;Bus;66;30066_;1;30;9,214230332;48,74422019
Im Lauch;Im Lauch;2431;de:08111:2431;8111000;Stuttgart;Stuttgart;S;1,2;Bus;66;30066_;1;30;9,217477634;48,7468129
Bußbachstraße;Bußbachstraße;2432;de:08111:2432;8111000;Stuttgart;Stuttgart;S;1,2;Bus;66;30066_;1;30;9,219970832;48,74791423
In der Werre;In der Werre;2433;de:08111:2433;8111000;Stuttgart;Stuttgart;S;1,2;Bus;66;30066_;1;30;9,219625853;48,74987523
Baumgartenweg;Baumgartenweg;2434;de:08111:2434;8111000;Stuttgart;Stuttgart;S;1,2;Bus;66;30066_;1;30;9,218150785;48,74839429
Oberwiesenstraße 55;Oberwiesenstraße 55;2435;de:08111:2435;8111000;Stuttgart;Stuttgart;S;1,2;Bus;66;30066_;1;30;9,215354484;48,74636728
Fridinger Straße;Fridinger Straße;2436;de:08111:2436;8111000;Stuttgart;Stuttgart;S;1,2;Bus;66;30066_;1;30;9,218460338;48,75078569
Kühwasen;Kühwasen;2437;de:08111:2437;8111000;Stuttgart;Stuttgart;S;1,2;Bus;66;30066_;1;30;9,215513864;48,75182538
Treiberstraße;Treiberstraße;2438;de:08111:2438;8111000;Stuttgart;Stuttgart;S;1,2;Bus;66;30066_;1;30;9,220922801;48,75103277
Erdbeerweg;Erdbeerweg;2439;de:08111:2439;8111000;Stuttgart;Stuttgart;S;1,2;Bus;66;30066_;1;30;9,217353688;48,75273914
Grünlingweg;Grünlingweg;2562;de:08111:2562;8111000;Stuttgart;Stuttgart;S;20,1;Bus;70;30070_;1;30;9,207492961;48,73267727
Kolpingsiedlung;Kolpingsiedlung;2563;de:08111:2563;8111000;Stuttgart;Stuttgart;S;20,1;Bus;70;30070_;1;30;9,199914158;48,7445877
Fernsehturm;Fernsehturm;2564;de:08111:2564;8111000;Stuttgart;Stuttgart;S;10,20,1;Bus;70;30070_;1;30;9,188359639;48,75627039
Grünlingweg/Rotwiesenstraße;Grünlingweg/Rotwiesenstraße;2186;de:08111:2186;8111000;Stuttgart;Stuttgart;S;1,2;Bus;70,71;30070_,30071_;2;30;9,205425567;48,73240222
Taldorfer Straße;Taldorfer Straße;2574;de:08111:2574;8111000;Stuttgart;Stuttgart;S;20,1;Bus;70,71;30070_,30071_;2;30;9,204857344;48,72973248
Schönberg;Schönberg;2575;de:08111:2575;8111000;Stuttgart;Stuttgart;S;20,1;Bus;70,71;30070_,30071_;2;30;9,202654806;48,73299165
Waldenbucher Platz;Waldenbucher Platz;6568;de:08111:6568;8111000;Stuttgart;Stuttgart;S;20,1;Bus;70,71;30070_,30071_;2;30;9,171230356;48,74237694
Rübezahlweg;Stuttgart Rübezahlweg;6174;de:08111:6174;8111000;Stuttgart;Stuttgart;S;1,2;Bus;72;30072_;1;30;9,149085989;48,72093387
Weidachtal;Weidachtal;6572;de:08111:6572;8111000;Stuttgart;Stuttgart;S;20,1;Bus;73,77;30073_,30077_;2;30;9,167136584;48,7297486
In den Entenäckern;In den Entenäckern;2093;de:08111:2093;8111000;Stuttgart;Stuttgart;S;1,2,20,39;Bus;74,76;30074_,30076_;2;30;9,217207456;48,69686028
Fasanenhof Abzweig;Fasanenhof Abzw.;6580;de:08111:6580;8111000;Stuttgart;Stuttgart;S;20,38,1,2;Bus;77;30077_;1;30;9,163577629;48,7137921
Industriegebiet;Echterd. Industriegebiet;7101;de:08116:7101;8116078;Leinfelden-Echterdingen;Echterdingen;ES;38,2;Bus;77,819;30077_,31819_;2;30,31;9,166947831;48,69747488
Kautt und Bux;Kautt und Bux;2598;de:08111:2598;8111000;Stuttgart;Stuttgart;S;20,1,2;Bus;80;30080_;1;30;9,118502068;48,72464746
Schulze-Delitzsch-Straße;Schulze-Delitzsch-Str.;2600;de:08111:2600;8111000;Stuttgart;Stuttgart;S;20,1;Bus;80;30080_;1;30;9,127217578;48,72055555
Industriestraße;Industriestraße;2601;de:08111:2601;8111000;Stuttgart;Stuttgart;S;20,1;Bus;80;30080_;1;30;9,129057967;48,72275664
Gewerbestraße;Gewerbestraße;2699;de:08111:2699;8111000;Stuttgart;Stuttgart;S;1;Bus;80;30080_;1;30;9,120860481;48,72192928
Handwerkstraße;Handwerkstraße;2700;de:08111:2700;8111000;Stuttgart;Stuttgart;S;20,1;Bus;80;30080_;1;30;9,129802761;48,72170368
Vaihingen Bf (Ost);Vaihingen Bf (Ost);6006;de:08111:6006;8111000;Stuttgart;Stuttgart;S;1,2;Bus;80;30080_;1;30;9,11399104;48,72527251
Dürrlewang (bis 12.05.2016);Dürrlewang (bis 12.05.2016);2614;de:08111:2614;8111000;Stuttgart;Stuttgart;S;20,1;Bus;81;30081_;1;30;9,12219307;48,71662231
Fanny-Leicht-Straße;Fanny-Leicht-Straße;6012;de:08111:6012;8111000;Stuttgart;Stuttgart;S;20,1;Bus;81,82;30081_,30082_;2;30;9,116556835;48,72980213
Hegel-Gymnasium;Hegel-Gymnasium;6013;de:08111:6013;8111000;Stuttgart;Stuttgart;S;20,1;Bus;81,86;30081_,30086_;2;30;9,106184121;48,72282507
Hans-Rehn-Stift;Hans-Rehn-Stift;2610;de:08111:2610;8111000;Stuttgart;Stuttgart;S;20,38,1,2;Bus;82;30082_;1;30;9,096759679;48,71985692
Schmellbachtal;Leinfelden Schmellbachtal;2125;de:08116:2125;8116078;Leinfelden-Echterdingen;Leinfelden;ES;2,38;Bus;82,86;30082_,30086_;2;30;9,108818545;48,70924397
Berghaustraße;Berghaustraße;6007;de:08111:6007;8111000;Stuttgart;Stuttgart;S;20,38,1,2;Bus;82,86;30082_,30086_;2;30;9,105351766;48,71478658
Waldheim;Sindelfingen Waldheim;2223;de:08115:2223;8115045;Sindelfingen;Sindelfingen;BB;2,3,38,48;Bus;84;30084_;1;30;9,061750528;48,71966536
Zimmerstraße;Sindelfingen Zimmerstraße;2224;de:08115:2224;8115045;Sindelfingen;Sindelfingen;BB;3,47,48;Bus;84;30084_;1;30;8,997223743;48,71356732
Tigerstraße;Tigerstraße;5852;de:08111:5852;8111000;Stuttgart;Stuttgart;S;1,2;Bus;84;30084_;1;30;9,094958973;48,73063138
Buchrain Friedhof;Buchrain Friedhof;6200;de:08111:6200;8111000;Stuttgart;Stuttgart;S;1,2;Bus;84;30084_;1;30;9,081392534;48,730444
Kurmärker Kaserne;Kurmärker Kaserne;6202;de:08111:6202;8111000;Stuttgart;Stuttgart;S;1,2;Bus;84;30084_;1;30;9,08730795;48,7317885
Gründgensstraße;Gründgensstraße;6203;de:08111:6203;8111000;Stuttgart;Stuttgart;S;1,2,20,38;Bus;84;30084_;1;30;9,078150866;48,72630074
Mönchsbrunnen;Sindelf. Mönchsbrunnen;7201;de:08115:7201;8115045;Sindelfingen;Sindelfingen;BB;38,48,2,3;Bus;84;30084_;1;30;9,050902539;48,70352923
Generatorstraße;Generatorstraße;2346;de:08111:2346;8111000;Stuttgart;Stuttgart;S;20,36,1,2;Bus;90;30090_;1;30;9,10501176;48,82493459
Kranstraße;Kranstraße;2347;de:08111:2347;8111000;Stuttgart;Stuttgart;S;20,36,1,2;Bus;90;30090_;1;30;9,10342229;48,82683341
Lilienthalstraße;Lilienthalstraße;2348;de:08111:2348;8111000;Stuttgart;Stuttgart;S;20,36,1,2;Bus;90;30090_;1;30;9,108526558;48,82546186
Motorstraße 24;Motorstraße 24;2350;de:08111:2350;8111000;Stuttgart;Stuttgart;S;20,36,1,2;Bus;90;30090_;1;30;9,107536091;48,82718931
Hemminger Straße;Hemminger Straße;2357;de:08111:2357;8111000;Stuttgart;Stuttgart;S;20,36,1,2;Bus;90;30090_;1;30;9,098149147;48,82557912
Holderäcker;Holderäcker;2617;de:08111:2617;8111000;Stuttgart;Stuttgart;S;20,36,1,2;Bus;90;30090_;1;30;9,101496288;48,82403852
Hausenring;Hausenring;2619;de:08111:2619;8111000;Stuttgart;Stuttgart;S;20,1;Bus;90;30090_;1;30;9,082047069;48,8145942
Ditzinger Straße;Ditzinger Straße;2621;de:08111:2621;8111000;Stuttgart;Stuttgart;S;20,1;Bus;90;30090_;1;30;9,097017793;48,81806252
Flachter Straße;Flachter Straße;2623;de:08111:2623;8111000;Stuttgart;Stuttgart;S;20,1;Bus;90;30090_;1;30;9,106431163;48,81996953
Weilimdorf Bf (Unterführung);Weilimdorf Bf (Unterführung);2624;de:08111:2624;8111000;Stuttgart;Stuttgart;S;20,36,1,2;Bus;90;30090_;1;30;9,09680663;48,82152474
Tachenbergstraße;Korntal Tachenbergstraße;2628;de:08118:2628;8118080;Korntal-Münchingen;Korntal;LB;20,36,1,2;Bus;90;30090_;1;30;9,124340267;48,82630907
Huttenstraße;Huttenstraße;2629;de:08111:2629;8111000;Stuttgart;Stuttgart;S;20,1;Bus;90;30090_;1;30;9,116190831;48,81822454
Greutterstraße;Greutterstraße;2630;de:08111:2630;8111000;Stuttgart;Stuttgart;S;20,1;Bus;90;30090_;1;30;9,121091029;48,82305733
Mönsheimer Weg;Mönsheimer Weg;2635;de:08111:2635;8111000;Stuttgart;Stuttgart;S;20,1;Bus;90;30090_;1;30;9,086421505;48,81673115
Weilemer Pfad;Weilemer Pfad;2637;de:08111:2637;8111000;Stuttgart;Stuttgart;S;20,1;Bus;90;30090_;1;30;9,09008394;48,81649453
Rappachstraße;Rappachstraße;2653;de:08111:2653;8111000;Stuttgart;Stuttgart;S;1,2,20,36;Bus;90;30090_;1;30;9,086078183;48,8071456
Roßbachstraße;Roßbachstraße;6147;de:08111:6147;8111000;Stuttgart;Stuttgart;S;20,1;Bus;90;30090_;1;30;9,108468531;48,81754869
Rappachschule;Rappachschule;6792;de:08111:6792;8111000;Stuttgart;Stuttgart;S;20,36,1,2;Bus;90;30090_;1;30;9,089181575;48,80681051
Ernst-Reuter-Platz;Ernst-Reuter-Platz;6794;de:08111:6794;8111000;Stuttgart;Stuttgart;S;20,36,1,2;Bus;90;30090_;1;30;9,092210484;48,80302234
Bergstraße;Korntal Bergstraße;2626;de:08118:2626;8118080;Korntal-Münchingen;Korntal;LB;20,36,1,2;Bus;90,612;30090_,31612_;2;30,31;9,126323831;48,82978692
Stadthalle;Korntal Stadthalle;2627;de:08118:2627;8118080;Korntal-Münchingen;Korntal;LB;20,36,1,2;Bus;90,612;30090_,31612_;2;30,31;9,119840906;48,82989279
Bahnhof (Warthstraße);Korntal Bf (Warthstr.);2631;de:08118:2631;8118080;Korntal-Münchingen;Korntal;LB;20,36,1,2;Bus;90,612;30090_,31612_;2;30,31;9,121306425;48,82764317
Hauffstraße;Korntal Hauffstraße;2632;de:08118:2632;8118080;Korntal-Münchingen;Korntal;LB;20,36,1,2;Bus;90,612;30090_,31612_;2;30,31;9,116680744;48,82977015
Umgelterweg;Umgelterweg;2417;de:08111:2417;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,122926702;48,77202385
Aspenwaldstraße;Aspenwaldstraße;2418;de:08111:2418;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,125937445;48,77367518
Händelstraße;Händelstraße;2419;de:08111:2419;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,129043099;48,78040701
Laihle;Laihle;2420;de:08111:2420;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,130938944;48,7821314
Botnang Freibad;Botnang Freibad;2421;de:08111:2421;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,133209617;48,78659799
Feuerbach Friedhof;Feuerbach Friedhof;2422;de:08111:2422;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,154009171;48,80179601
Heimberg;Heimberg;2423;de:08111:2423;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,151917762;48,79893024
Wildensteinstraße;Wildensteinstraße;2424;de:08111:2424;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,155365534;48,80460879
Forsthaus Parkplatz;Forsthaus Parkplatz;2425;de:08111:2425;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,115216403;48,7676076
Mähderklinge;Mähderklinge;2427;de:08111:2427;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,147181052;48,79435931
Paul-Lincke-Straße;Paul-Lincke-Straße;2429;de:08111:2429;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,131788289;48,78429759
Im Himmerreich;Im Himmerreich;2450;de:08111:2450;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,120064509;48,76983274
Auberlenweg;Auberlenweg;5854;de:08111:5854;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91;30091_;1;30;9,13040025;48,77382306
Forsthaus I;Forsthaus I;2416;de:08111:2416;8111000;Stuttgart;Stuttgart;S;1,2;Bus;91,92;30091_,30092_;2;30;9,110900563;48,76598423
Schattengrund;Schattengrund;2118;de:08111:2118;8111000;Stuttgart;Stuttgart;S;1,2,20,36,37;Bus;92;30092_;1;30;9,091539036;48,75600179
Bruderhaus;Bruderhaus;2206;de:08111:2206;8111000;Stuttgart;Stuttgart;S;1,2,20,36,37;Bus;92;30092_;1;30;9,082848661;48,75608035
Bismarckstaffel;Bismarckstaffel;2261;de:08111:2261;8111000;Stuttgart;Stuttgart;S;1,1;Bus;92;30092_;1;30;9,146985907;48,76958559
Rotebühl-/Reinsburgstraße;Rotebühl-/Reinsburgstraße;2262;de:08111:2262;8111000;Stuttgart;Stuttgart;S;1,1;Bus;92;30092_;1;30;9,151621426;48,76846451
Silberburg-/Reinsburgstraße;Silberburg-/Reinsburgstraße;2264;de:08111:2264;8111000;Stuttgart;Stuttgart;S;10,1;Bus;92;30092_;1;30;9,166333456;48,77045843
