#Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
Ludwigsburger Straße;Kornwesth. Ludwigsburger Str.;5459;de:08118:5459;8118046;Kornwestheim;Kornwestheim;LB;2,34;"Bus;Nachtbus";413,415,N47;31413_,31415_,34047_;3;31,34;9,186080802;48,86791377
Arsenalplatz;Ludwigsburg Arsenalplatz;3408;de:08118:3408;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";413,421,421A,422,422A,424,425,425A,426,427,427A,430,430A,431,433,433A,443,444,533,N41,N42,N43;31413_,31421_,31421a,31422_,31422a,31424_,31425_,31425a,31426_,31427_,31427a,31430_,31430a,31431_,31433_,31433a,31443_,31444_,31533_,34041_,34042_,34043_;22;31,34;9,188312064;48,895777
Kreisberufsschule;Ludw. Kreisberufsschule;3454;de:08118:3454;8118048;Ludwigsburg;Ludwigsburg;LB;2,34;Bus;413,423,534A,535;31413_,31423_,31534a,31535_;4;31;9,172290345;48,8847777
Solitudeallee;Ludwigsburg Solitudeallee;3420;de:08118:3420;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;413,423,535;31413_,31423_,31535_;3;31;9,187216337;48,8872452
Köhlstraße;Ludwigsburg Köhlstraße;5455;de:08118:5455;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;413,423,535;31413_,31423_,31535_;3;31;9,183387304;48,88423898
Uhlandstraße;Ludwigsburg Uhlandstraße;3416;de:08118:3416;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;413,429,430;31413_,31429_,31430_;3;31;9,183798558;48,89596415
Ludwig-Herr-Straße;Kornwestheim Ludwig-Herr-Str.;5464;de:08118:5464;8118046;Kornwestheim;Kornwestheim;LB;34,2;"Bus;Nachtbus";413,N48;31413_,34048_;2;31,34;9,192224572;48,85633964
Hornbergstraße;Kornwestheim Hornbergstraße;5465;de:08118:5465;8118046;Kornwestheim;Kornwestheim;LB;34,2;"Bus;Nachtbus";413,N48;31413_,34048_;2;31,34;9,190892988;48,85378805
Im Wiesengrund;Kornwestheim Im Wiesengrund;5450;de:08118:5450;8118046;Kornwestheim;Kornwestheim;LB;34,2;"Bus;Nachtbus";414,N47;31414_,34047_;2;31,34;9,190509175;48,86393195
Mühlhäuser Straße;Kornwestheim Mühlhäuser Straße;5451;de:08118:5451;8118046;Kornwestheim;Kornwestheim;LB;34,2;"Bus;Nachtbus";414,N47;31414_,34047_;2;31,34;9,194284073;48,86381772
Landhausstraße 43;Landhausstraße 43;2057;de:08111:2057;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";42,42E,N9;30042_,30042e,33009_;3;30,33;9,192794654;48,78495774
Urachstraße;Urachstraße;2058;de:08111:2058;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";42,42E,N9;30042_,30042e,33009_;3;30,33;9,197969028;48,78580322
Schwarenbergstraße;Schwarenbergstraße;2059;de:08111:2059;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";42,42E,N9;30042_,30042e,33009_;3;30,33;9,203152924;48,78559634
Gablenberg;Gablenberg;2200;de:08111:2200;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";42,45,N9;30042_,30045_,33009_;3;30,33;9,203613447;48,77500251
Libanonstraße;Libanonstraße;2201;de:08111:2201;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";42,45,N9;30042_,30045_,33009_;3;30,33;9,206564529;48,7780007
Schwab-/Reinsburgstraße;Schwab-/Reinsburgstraße;2207;de:08111:2207;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";42,92,N10;30042_,30092_,33010_;3;30,33;9,159687744;48,76828272
Rosenbergplatz;Rosenbergplatz;2205;de:08111:2205;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";42,N10;30042_,33010_;2;30,33;9,155801515;48,77844944
Schickhardtschule;Schickhardtschule;2208;de:08111:2208;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";42,N10;30042_,33010_;2;30,33;9,160849624;48,76578121
Bismarckplatz;Bismarckplatz;6069;de:08111:6069;8111000;Stuttgart;Stuttgart;S;10,1;"Bus;Nachtbus";42,N10;30042_,33010_;2;30,33;9,156086578;48,77386295
Planckstraße;Planckstraße;2310;de:08111:2310;8111000;Stuttgart;Stuttgart;S;10,1;"Bus;Nachtbus";42,N9;30042_,33009_;2;30,33;9,203025255;48,77758436
Ruhrstraße;Ludwigsburg Ruhrstraße;5472;de:08118:5472;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;420,422,422A;31420_,31422_,31422a;3;31;9,182046613;48,89049968
Hoferstraße;Ludwigsburg Hoferstraße;5538;de:08118:5538;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;420,426,433;31420_,31426_,31433_;3;31;9,176683673;48,89329563
Gänsfußallee;Ludwigsburg Gänsfußallee;3411;de:08118:3411;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;420,433,508,533,534;31420_,31433_,31508_,31533_,31534_;5;31;9,171546516;48,89449938
Jenischstraße;Ludwigsburg Jenischstr.;5539;de:08118:5539;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;420,433,508,533,534;31420_,31433_,31508_,31533_,31534_;5;31;9,165995611;48,89439063
Bahnhof (Arena);Ludwigsburg Bahnhof (Arena);7401;de:08118:7401;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;420,433,532;31420_,31433_,31532_;3;31;9,183702648;48,89213363
Urban Harbor;Ludwigsburg Urban Harbor;7645;de:08118:7645;8118048;Ludwigsburg;Ludwigsburg;LB;2;"Bus;Nachtbus";420,N53;31420_,34053_;2;31,34;9,172091227;48,8903082
Schwarzwaldstraße;Neckarweih. Schwarzwaldstr.;3461;de:08118:3461;8118048;Ludwigsburg;Neckarweihingen;LB;34,44,2,3;Bus;421,421A;31421_,31421a;2;31;9,221302276;48,91729047
Karlsplatz;Ludwigsburg Karlsplatz;3462;de:08118:3462;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;421,421A;31421_,31421a;2;31;9,192711556;48,89078804
Scholppenäcker;Neckarweihingen Scholppenäcker;3480;de:08118:3480;8118048;Ludwigsburg;Neckarweihingen;LB;2,3;Bus;421,421A;31421_,31421a;2;31;9,223813378;48,91742949
Hohenrainstraße;Neckarweih. Hohenrainstr.;5487;de:08118:5487;8118048;Ludwigsburg;Neckarweihingen;LB;34,44,2,3;Bus;421,421A;31421_,31421a;2;31;9,22387511;48,91598163
Fellbacher Straße;Oßweil Fellbacher Str.;5536;de:08118:5536;8118048;Ludwigsburg;Oßweil;LB;34,2;Bus;421,421A;31421_,31421a;2;31;9,226985147;48,88879217
Mehrzweckhalle;Oßweil Mehrzweckhalle;6800;de:08118:6800;8118048;Ludwigsburg;Oßweil;LB;34,2;Bus;421,421A;31421_,31421a;2;31;9,230952318;48,88858644
Rathaus;Ludwigsburg Rathaus;3419;de:08118:3419;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";421,421A,422,422A,424,425,425A,426,427,427A,430,430A,431,433,433A,443,444,533,N41,N42,N43;31421_,31421a,31422_,31422a,31424_,31425_,31425a,31426_,31427_,31427a,31430_,31430a,31431_,31433_,31433a,31443_,31444_,31533_,34041_,34042_,34043_;21;31,34;9,192568494;48,89612964
Residenzschloss;Ludwigsburg Residenzschloss;5454;de:08118:5454;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";421,421A,424,427,427A,430,430A,444,N41;31421_,31421a,31424_,31427_,31427a,31430_,31430a,31444_,34041_;9;31,34;9,193913047;48,89819558
Schloss Favorite;Ludw. Schloss Favorite;5506;de:08118:5506;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";421,421A,427,427A,429,430,430A,444,N41;31421_,31421a,31427_,31427a,31429_,31430_,31430a,31444_,34041_;9;31,34;9,196098311;48,90245417
Apotheke;Neckarweihingen Apotheke;3426;de:08118:3426;8118048;Ludwigsburg;Neckarweihingen;LB;34,44,2,3;"Bus;Nachtbus";421,421A,428,430,430A,N41;31421_,31421a,31428_,31430_,31430a,34041_;6;31,34;9,222592355;48,90979751
Immanuel-Dornfeld-Straße;Neckarw. Imman.-Dornfeld-Str.;7451;de:08118:7451;8118048;Ludwigsburg;Neckarweihingen;LB;2,3,34,44;"Bus;Nachtbus";421,421A,428,443,N41;31421_,31421a,31428_,31443_,34041_;5;31,34;9,220805205;48,9190449
Wendeplatte;Neckarweih. Wendeplatte;3428;de:08118:3428;8118048;Ludwigsburg;Neckarweihingen;LB;34,44,2,3;"Bus;Nachtbus";421,421A,428,N41;31421_,31421a,31428_,34041_;4;31,34;9,218936974;48,91617098
Hauptstraße 99;Neckarweih. Hauptstr. 99;5486;de:08118:5486;8118048;Ludwigsburg;Neckarweihingen;LB;34,44,2,3;"Bus;Nachtbus";421,421A,428,N41;31421_,31421a,31428_,34041_;4;31,34;9,218637358;48,91317716
Neckarbrücke;Ludwigsburg Neckarbrücke;3418;de:08118:3418;8118048;Ludwigsburg;Ludwigsburg;LB;34,44,2;"Bus;Nachtbus";421,421A,429,430,430A,443,N41;31421_,31421a,31429_,31430_,31430a,31443_,34041_;7;31,34;9,219895276;48,90760861
Obere Marbacher Straße;Ludw. Obere Marbacher Str.;5483;de:08118:5483;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";421,421A,429,430,430A,N41;31421_,31421a,31429_,31430_,31430a,34041_;6;31,34;9,204993875;48,90303214
Untere Marbacher Straße;Ludw. Untere Marbacher Str.;5484;de:08118:5484;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";421,421A,429,430,430A,N41;31421_,31421a,31429_,31430_,31430a,34041_;6;31,34;9,21083381;48,90350716
Danziger Straße;Ludwigsburg Danziger Str.;5533;de:08118:5533;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;421,421A,433,433A;31421_,31421a,31433_,31433a;4;31;9,208909951;48,89031013
Brünner Straße;Ludwigsburg Brünner Str.;5534;de:08118:5534;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;421,421A,433,433A;31421_,31421a,31433_,31433a;4;31;9,213526605;48,8888719
Agentur für Arbeit;Ludw. Agentur für Arbeit;5529;de:08118:5529;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;421,421A,533;31421_,31421a,31533_;3;31;9,195753011;48,89090879
Landratsamt;Ludwigsburg Landratsamt;5530;de:08118:5530;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;421,421A,533;31421_,31421a,31533_;3;31;9,200730887;48,8910261
Oststraße;Ludwigsburg Oststraße;5531;de:08118:5531;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;421,421A,533;31421_,31421a,31533_;3;31;9,204467663;48,89110044
Bildungszentrum West;Ludwigsburg Bildungsz. West;7419;de:08118:7419;8118048;Ludwigsburg;Ludwigsburg;LB;2,34;Bus;421A,422A,425A,427A,433A;31421a,31422a,31425a,31427a,31433a;5;31;9,176236623;48,89800823
Karlsruher Allee;Pflugfelden Karlsruher Allee;5457;de:08118:5457;8118048;Ludwigsburg;Pflugfelden;LB;2,34;Bus;422,422A;31422_,31422a;2;31;9,154239582;48,8854418
Friedenstraße 5;Ludw. Friedenstraße 5;5488;de:08118:5488;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;422,422A;31422_,31422a;2;31;9,178048064;48,88965169
Friedenstraße 52;Ludw. Friedenstraße 52;5489;de:08118:5489;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;422,422A;31422_,31422a;2;31;9,173555161;48,8877702
Sportplatz;Pflugfelden Sportplatz;5494;de:08118:5494;8118048;Ludwigsburg;Pflugfelden;LB;34,2;Bus;422,422A;31422_,31422a;2;31;9,154400203;48,88447042
Herrschaftsweg;Pflugf. Herrschaftsweg;5495;de:08118:5495;8118048;Ludwigsburg;Pflugfelden;LB;34,2;Bus;422,422A;31422_,31422a;2;31;9,157862959;48,88430386
Dorfstraße;Pflugfelden Dorfstraße;5496;de:08118:5496;8118048;Ludwigsburg;Pflugfelden;LB;34,2;Bus;422,422A;31422_,31422a;2;31;9,160974866;48,88527969
Kornbeckstraße;Ludwigsburg Kornbeckstr.;5501;de:08118:5501;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;422,422A;31422_,31422a;2;31;9,216955145;48,90279438
Schlösslesfeld;Ludwigsburg Schlösslesfeld;5502;de:08118:5502;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;422,422A;31422_,31422a;2;31;9,220967049;48,90319139
Mainzer Allee;Ludwigsburg Mainzer Allee;7432;de:08118:7432;8118048;Ludwigsburg;Ludwigsburg;LB;2,34;Bus;422,422A;31422_,31422a;2;31;9,216009682;48,90179803
Schorndorfer Tor;Ludw. Schorndorfer Tor;4894;de:08118:4894;8118048;Ludwigsburg;Ludwigsburg;LB;2,34;"Bus;Nachtbus";422,422A,425,425A,426,431,433,433A,443,N42,N43;31422_,31422a,31425_,31425a,31426_,31431_,31433_,31433a,31443_,34042_,34043_;11;31,34;9,203055862;48,89603966
Blühendes Barock;Ludw. Blühendes Barock;5497;de:08118:5497;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";422,422A,425,425A,426,431,433,433A,443,N42,N43;31422_,31422a,31425_,31425a,31426_,31431_,31433_,31433a,31443_,34042_,34043_;11;31,34;9,196946274;48,89611323
Klinikum;Ludwigsburg Klinikum;5498;de:08118:5498;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";422,422A,443,N42;31422_,31422a,31443_,34042_;4;31,34;9,204222294;48,89780006
Neuer Friedhof;Ludwigsburg Neuer Friedhof;5499;de:08118:5499;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";422,422A,443,N42;31422_,31422a,31443_,34042_;4;31,34;9,206029062;48,89937047
Harteneckstraße;Ludwigsburg Harteneckstr.;5500;de:08118:5500;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";422,422A,443,N42;31422_,31422a,31443_,34042_;4;31,34;9,211823588;48,90210256
Daimlerstraße;Ludwigsburg Daimlerstr.;5490;de:08118:5490;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;422,422A,534A,535;31422_,31422a,31534a,31535_;4;31;9,169409847;48,88776739
Steinbeisstraße;Ludwigsburg Steinbeisstr.;5491;de:08118:5491;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;422,422A,535;31422_,31422a,31535_;3;31;9,165706396;48,88942736
Möglinger Straße;Pflugfelden Möglinger Str.;3429;de:08118:3429;8118048;Ludwigsburg;Pflugfelden;LB;34,2;"Bus;Nachtbus";422,422A,535,N53;31422_,31422a,31535_,34053_;4;31,34;9,160049664;48,88590144
Robert-Bosch-Straße;Pflugfelden Robert-Bosch-Str.;5492;de:08118:5492;8118048;Ludwigsburg;Pflugfelden;LB;34,2;"Bus;Nachtbus";422,422A,535,N53;31422_,31422a,31535_,34053_;4;31,34;9,162677888;48,88904502
Heilbronner Straße;Ludwigsburg Heilbronner Str.;3412;de:08118:3412;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";424,429,430,N41;31424_,31429_,31430_,34041_;4;31,34;9,187300956;48,90254977
Breuningerland;Ludw. Breuningerland;3448;de:08118:3448;8118048;Ludwigsburg;Ludwigsburg;LB;34,45,2,3;Bus;424,536,551;31424_,31536_,31551_;3;31;9,150638082;48,92101063
IKEA;Ludwigsburg IKEA;3467;de:08118:3467;8118048;Ludwigsburg;Ludwigsburg;LB;34,45,2,3;Bus;424,536,551;31424_,31536_,31551_;3;31;9,154930545;48,91917952
Katharinenstraße;Eglosheim Katharinenstr.;5511;de:08118:5511;8118048;Ludwigsburg;Eglosheim;LB;34,2;Bus;425,425A;31425_,31425a;2;31;9,172206206;48,90784279
Tammer Straße;Eglosheim Tammer Straße;5512;de:08118:5512;8118048;Ludwigsburg;Eglosheim;LB;34,2;Bus;425,425A;31425_,31425a;2;31;9,165017528;48,90793426
Falkenweg;Eglosheim Falkenweg;5513;de:08118:5513;8118048;Ludwigsburg;Eglosheim;LB;34,2;Bus;425,425A;31425_,31425a;2;31;9,159046107;48,90903074
Frankfurter Straße;Eglosheim Frankfurter Str.;3423;de:08118:3423;8118048;Ludwigsburg;Eglosheim;LB;34,2;Bus;425,425A,426;31425_,31425a,31426_;3;31;9,172548667;48,90825591
Neckarstraße;Ludwigsburg Neckarstr.;5514;de:08118:5514;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";425,425A,426,431,433,433A,N43;31425_,31425a,31426_,31431_,31433_,31433a,34043_;7;31,34;9,208429167;48,89601206
Comburgstraße;Ludwigsburg Comburgstr.;4893;de:08118:4893;8118048;Ludwigsburg;Ludwigsburg;LB;2,34;"Bus;Nachtbus";425,425A,426,431,433A,N42,N43;31425_,31425a,31426_,31431_,31433a,34042_,34043_;7;31,34;9,216647897;48,89484587
Martin-Luther-Straße;Ludwigsburg Martin-Luther-Str.;5510;de:08118:5510;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;425,425A,426,532;31425_,31425a,31426_,31532_;4;31;9,180657359;48,8947372
August-Bebel-Straße;Eglosheim A.-Bebel-Str.;3409;de:08118:3409;8118048;Ludwigsburg;Eglosheim;LB;34,2;"Bus;Nachtbus";425,425A,426,N41;31425_,31425a,31426_,34041_;4;31,34;9,176421815;48,90410464
Westfalenstraße;Oßweil Westfalenstr.;4892;de:08118:4892;8118048;Ludwigsburg;Oßweil;LB;2,34;"Bus;Nachtbus";425,425A,431,N43;31425_,31425a,31431_,34043_;4;31,34;9,228498174;48,89164869
Wettemarkt;Oßweil Wettemarkt;5516;de:08118:5516;8118048;Ludwigsburg;Oßweil;LB;34,2;Bus;425,425A,433A;31425_,31425a,31433a;3;31;9,229552583;48,89259976
Hirschstraße;Oßweil Hirschstraße;6833;de:08118:6833;8118048;Ludwigsburg;Oßweil;LB;34,2;Bus;425,425A,433A;31425_,31425a,31433a;3;31;9,231542845;48,89243392
Friesenstraße;Oßweil Friesenstraße;5515;de:08118:5515;8118048;Ludwigsburg;Oßweil;LB;34,2;"Bus;Nachtbus";425,425A,433A,N42,N43;31425_,31425a,31433a,34042_,34043_;5;31,34;9,222219915;48,89353137
Hirschbergstraße;Eglosheim Hirschbergstr.;3456;de:08118:3456;8118048;Ludwigsburg;Eglosheim;LB;2,34;Bus;425,425A,532;31425_,31425a,31532_;3;31;9,157174831;48,90827797
Rundsporthalle;Ludwigsburg Rundsporthalle;3415;de:08118:3415;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";425,425A,532,N41;31425_,31425a,31532_,34041_;4;31,34;9,178886821;48,89920909
Robert-Koch-Straße;Ludwigsburg Robert-Koch-Str.;7642;de:08118:7642;8118048;Ludwigsburg;Ludwigsburg;LB;2;"Bus;Nachtbus";426,N42;31426_,34042_;2;31,34;9,209550386;48,89670242
Karlshöhe;Ludwigsburg Karlshöhe;5519;de:08118:5519;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;427,427A;31427_,31427a;2;31;9,195905129;48,8844881
Netzestraße;Grünbühl Netzestraße;5523;de:08118:5523;8118048;Ludwigsburg;Grünbühl;LB;34,2;Bus;427,427A;31427_,31427a;2;31;9,216608916;48,8795502
Hohenzollernplatz;Ludw. Hohenzollernplatz;5517;de:08118:5517;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;427,427A,429;31427_,31427a,31429_;3;31;9,190546655;48,88808499
Wüstenrot;Ludwigsburg Wüstenrot;5518;de:08118:5518;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;427,427A,429;31427_,31427a,31429_;3;31;9,190696497;48,88446988
Bottwartalstraße;Hoheneck Bottwartalstr.;3425;de:08118:3425;8118048;Ludwigsburg;Hoheneck;LB;34,44,2,3;"Bus;Nachtbus";427,427A,444,N41;31427_,31427a,31444_,34041_;4;31,34;9,203052269;48,90858376
Reichertshalde;Ludw. Reichertshalde;5524;de:08118:5524;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";427,427A,444,N41;31427_,31427a,31444_,34041_;4;31,34;9,198505019;48,9039877
Am Sonnenberg;Ludwigsburg Am Sonnenberg;3464;de:08118:3464;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";427,427A,533,N43;31427_,31427a,31533_,34043_;4;31,34;9,211781157;48,88242771
Aldinger Straße;Ludwigsburg Aldinger Str.;5522;de:08118:5522;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";427,427A,533,N43;31427_,31427a,31533_,34043_;4;31,34;9,208122244;48,88452958
Theo-Lorch-Werkstätten;Ludw. Theo-Lorch-Werkstätten;7438;de:08118:7438;8118048;Ludwigsburg;Ludwigsburg;LB;2,34;"Bus;Nachtbus";427,427A,533,N43;31427_,31427a,31533_,34043_;4;31,34;9,218453683;48,88051787
Heilbad;Hoheneck Heilbad;5528;de:08118:5528;8118048;Ludwigsburg;Hoheneck;LB;34,44,2,3;"Bus;Nachtbus";427,427A,542,N41;31427_,31427a,31542_,34041_;4;31,34;9,214504685;48,91025349
Ludwigsburger Straße;Hoheneck Ludwigsburger Str.;5525;de:08118:5525;8118048;Ludwigsburg;Hoheneck;LB;34,44,2,3;"Bus;Nachtbus";427,427A,N41;31427_,31427a,34041_;3;31,34;9,204995735;48,91013595
Ebelstraße;Hoheneck Ebelstraße;5526;de:08118:5526;8118048;Ludwigsburg;Hoheneck;LB;34,44,2,3;"Bus;Nachtbus";427,427A,N41;31427_,31427a,34041_;3;31,34;9,20999198;48,91091825
Uferstraße;Hoheneck Uferstraße;5527;de:08118:5527;8118048;Ludwigsburg;Hoheneck;LB;34,44,2,3;"Bus;Nachtbus";427,427A,N41;31427_,31427a,34041_;3;31,34;9,211679249;48,91310925
Tennisplatz;Ludwigsburg Tennisplatz;5520;de:08118:5520;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";427,427A,N43;31427_,31427a,34043_;3;31,34;9,196926045;48,88751672
Robert-Franck-Allee;Ludw. Robert-Franck-Allee;5521;de:08118:5521;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;"Bus;Nachtbus";427,427A,N43;31427_,31427a,34043_;3;31,34;9,202992438;48,88713749
Doggenburg;Doggenburg;2190;de:08111:2190;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";43,50,748,N2;30043_,30050_,31748_,33002_;4;30,31,33;9,151189871;48,78776271
Am Bismarckturm;Am Bismarckturm;2453;de:08111:2453;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";43,50,N2;30043_,30050_,33002_;3;30,33;9,154523391;48,79197568
Feuerbacher Weg;Feuerbacher Weg;2454;de:08111:2454;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";43,50,N2;30043_,30050_,33002_;3;30,33;9,164012158;48,79695328
Wilhelm-/Olgastraße;Wilhelm-/Olgastraße;2198;de:08111:2198;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";43,N1;30043_,33001_;2;30,33;9,180614389;48,76952863
Falbenhennenstraße;Falbenhennenstraße;2199;de:08111:2199;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";43,N1;30043_,33001_;2;30,33;9,178577161;48,76664526
Markuskirche;Markuskirche;2411;de:08111:2411;8111000;Stuttgart;Stuttgart;S;1,1;"Bus;Nachtbus";43,N1;30043_,33001_;2;30,33;9,17512855;48,76462728
Peter-Hebel-Straße;Neckarweih. Peter-Hebel-Str.;6818;de:08118:6818;8118048;Ludwigsburg;Neckarweihingen;LB;34,44,2,3;Bus;430,430A;31430_,31430a;2;31;9,226094162;48,91189485
Steinheimer Straße;Poppenweiler Steinheimer Str.;5557;de:08118:5557;8118048;Ludwigsburg;Poppenweiler;LB;2,3,34,44;"Bus;Nachtbus";430,430A,433,433A,451,N43;31430_,31430a,31433_,31433a,31451_,34043_;6;31,34;9,264504042;48,91052707
Friedhof;Poppenweiler Friedhof;5558;de:08118:5558;8118048;Ludwigsburg;Poppenweiler;LB;2,3,34,44;"Bus;Nachtbus";430,430A,433,433A,451,N43;31430_,31430a,31433_,31433a,31451_,34043_;6;31,34;9,266441546;48,905469
Zehntscheuer;Poppenweiler Zehntscheuer;5559;de:08118:5559;8118048;Ludwigsburg;Poppenweiler;LB;2,3,34,44;"Bus;Nachtbus";430,430A,433,433A,451,N43;31430_,31430a,31433_,31433a,31451_,34043_;6;31,34;9,265708518;48,90870788
Jahnstraße;Poppenweiler Jahnstr.;6985;de:08118:6985;8118048;Ludwigsburg;Poppenweiler;LB;2,3,34,44;"Bus;Nachtbus";430,430A,433,433A,451,N43;31430_,31430a,31433_,31433a,31451_,34043_;6;31,34;9,270512961;48,90414664
Burghaldenstraße;Poppenweiler Burghaldenstr.;5561;de:08118:5561;8118048;Ludwigsburg;Poppenweiler;LB;2,3,34,44;"Bus;Nachtbus";430,430A,433,433A,N43;31430_,31430a,31433_,31433a,34043_;5;31,34;9,26222437;48,91285227
Hochberger Straße;Poppenweiler Hochberger Str.;6820;de:08118:6820;8118048;Ludwigsburg;Poppenweiler;LB;34,44,2,3;Bus;430A,451;31430a,31451_;2;31;9,265008814;48,90538239
Mauserstraße;Oßweil Mauserstraße;5999;de:08118:5999;8118048;Ludwigsburg;Oßweil;LB;2,34;Bus;431,433A;31431_,31433a;2;31;9,234533543;48,8904136
Ostfriedhof;Oßweil Ostfriedhof;6000;de:08118:6000;8118048;Ludwigsburg;Oßweil;LB;2,34;Bus;431,433A;31431_,31433a;2;31;9,239621948;48,88797522
Berliner Platz;Ludwigsburg Berliner Platz;7433;de:08118:7433;8118048;Ludwigsburg;Ludwigsburg;LB;2,34;Bus;433,433A;31433_,31433a;2;31;9,207065633;48,89278633
Alter Oßweiler Weg;Ludw. Alter Oßweiler Weg;7435;de:08118:7435;8118048;Ludwigsburg;Ludwigsburg;LB;2,34;Bus;433,433A;31433_,31433a;2;31;9,208414404;48,89574232
Poppenweiler Straße;Hochdorf Poppenweiler Str.;5556;de:08118:5556;8118081;Remseck am Neckar;Hochdorf (Remseck);LB;2,32,34;"Bus;Nachtbus";433,433A,451,N43;31433_,31433a,31451_,34043_;4;31,34;9,293204232;48,89842599
Mörikestraße;Ludwigsburg Mörikestr.;5476;de:08118:5476;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;433,508,533,534;31433_,31508_,31533_,31534_;4;31;9,15598145;48,89307382
Osterholz;Ludwigsburg Osterholz;5532;de:08118:5532;8118048;Ludwigsburg;Ludwigsburg;LB;34,2;Bus;433,508,533,534;31433_,31508_,31533_,31534_;4;31;9,159517633;48,89436384
Stadtmitte;Asperg Stadtmitte;6766;de:08118:6766;8118003;Asperg;Asperg;LB;34,36,45,46,2,3;Bus;433,531,532,536,536A;31433_,31531_,31532_,31536_,31536a;5;31;9,133595701;48,90577202
Wilhelmsplatz;Asperg Wilhelmsplatz;3406;de:08118:3406;8118003;Asperg;Asperg;LB;34,36,45,46,3,2;Bus;433,531,532,536A;31433_,31531_,31532_,31536a;4;31;9,140322117;48,90631252
